Transaction_ID,Customer_Age,Gender,Income_Category,Transaction_Amount,Transaction_Type,Merchant_Type,Previous_Transactions,Fraudulent
TXN18901,34,Female,Medium,3022.37,Online,Grocery,16,0
TXN18902,68,Male,Low,1882.29,In-store,Others,47,0
TXN18903,20,Female,Medium,3856.58,In-store,Others,40,0
TXN18904,31,Male,High,1832.81,Online,Electronics,38,0
TXN18905,66,Male,Low,1264.65,Online,Others,27,0
TXN18906,30,Male,Low,448.09,Online,Electronics,19,0
TXN18907,58,Female,Medium,4344.59,Online,Clothing,30,0
TXN18908,44,Female,Medium,3215.56,Online,Others,29,0
TXN18909,18,Female,High,2372.43,Online,Clothing,38,0
TXN18910,34,Male,Low,3224.52,In-store,Electronics,31,0
TXN18911,65,Male,Medium,814.69,Online,Others,0,0
TXN18912,67,Male,Low,143.89,In-store,Grocery,5,0
TXN18913,51,Male,Medium,4027.92,Online,Entertainment,21,0
TXN18914,31,Male,Medium,4518.69,Online,Others,32,0
TXN18915,34,Male,High,511.15,Online,Grocery,39,0
TXN18916,20,Female,Low,2133.39,Online,Grocery,1,0
TXN18917,51,Female,Low,4524.07,Online,Clothing,31,0
TXN18918,57,Male,Medium,4053.38,Online,Electronics,43,0
TXN18919,42,Female,Medium,2021.5,Online,Others,38,0
TXN18920,19,Male,Low,485.94,Online,Others,15,0
TXN18921,51,Male,Low,1621.46,Online,Others,21,0
TXN18922,43,Female,Very High,4063.79,Online,Grocery,2,0
TXN18923,48,Female,Low,1188.89,Online,Clothing,19,0
TXN18924,26,Male,Medium,4653.71,In-store,Clothing,0,0
TXN18925,47,Female,Low,1827.6,Online,Electronics,19,0
TXN18926,37,Female,High,4265.18,Online,Clothing,45,0
TXN18927,38,Male,Very High,2139.32,Online,Entertainment,21,0
TXN18928,46,Female,Very High,2669.37,In-store,Others,24,0
TXN18929,42,Male,Low,3983.69,Online,Grocery,31,0
TXN18930,55,Female,Very High,1584.01,In-store,Grocery,47,0
TXN18931,61,Female,Medium,64.47,Online,Others,47,0
TXN18932,42,Female,Low,878.44,Online,Clothing,39,0
TXN18933,26,Male,High,1884.55,Online,Clothing,41,0
TXN18934,56,Male,High,4778.73,In-store,Clothing,39,0
TXN18935,61,Female,Medium,4635.54,Online,Entertainment,35,0
TXN18936,43,Male,Medium,4796.96,Online,Others,34,0
TXN18937,54,Female,Very High,4417.11,In-store,Grocery,36,0
TXN18938,33,Male,Medium,3803.98,Online,Grocery,8,0
TXN18939,54,Male,High,83.26,Online,Electronics,19,0
TXN18940,29,Male,High,2212.79,Online,Clothing,23,0
TXN18941,41,Female,Low,4837.2,Online,Grocery,33,0
TXN18942,43,Male,Low,564.38,In-store,Entertainment,30,0
TXN18943,37,Male,Low,3651.17,Online,Electronics,30,0
TXN18944,26,Male,Low,3714.77,In-store,Others,46,0
TXN18945,40,Male,Medium,1079.96,Online,Electronics,13,0
TXN18946,56,Female,Low,4642.28,In-store,Entertainment,39,0
TXN18947,46,Male,Low,1080.78,In-store,Entertainment,37,0
TXN18948,48,Male,Low,4718.76,In-store,Grocery,1,0
TXN18949,36,Male,Medium,3007.17,Online,Electronics,37,0
TXN18950,37,Female,Low,51.0,In-store,Grocery,8,0
TXN18951,40,Male,Low,3061.59,Online,Grocery,41,0
TXN18952,60,Male,Low,2781.2,In-store,Grocery,43,0
TXN18953,44,Male,Low,3282.57,Online,Grocery,14,0
TXN18954,47,Male,Very High,2620.41,Online,Electronics,30,0
TXN18955,38,Female,Very High,2976.36,Online,Clothing,2,1
TXN18956,61,Female,Low,2964.82,Online,Clothing,11,0
TXN18957,52,Male,Low,4146.67,Online,Clothing,0,0
TXN18958,66,Female,Low,3308.57,Online,Entertainment,10,0
TXN18959,24,Female,Low,1384.09,Online,Others,3,0
TXN18960,39,Female,High,253.67,Online,Grocery,4,0
TXN18961,27,Female,High,2024.13,Online,Electronics,48,0
TXN18962,40,Male,Low,3274.21,In-store,Grocery,37,0
TXN18963,32,Female,High,1131.65,Online,Electronics,30,0
TXN18964,47,Female,Very High,4862.85,Online,Grocery,29,0
TXN18965,51,Female,Low,4938.61,Online,Clothing,17,0
TXN18966,30,Female,Very High,2284.27,In-store,Electronics,39,0
TXN18967,21,Female,High,4817.34,In-store,Entertainment,39,0
TXN18968,35,Male,Low,3723.18,In-store,Clothing,1,0
TXN18969,40,Female,High,3284.1,Online,Grocery,29,0
TXN18970,50,Female,Low,3798.34,Online,Grocery,4,0
TXN18971,51,Male,Low,3413.94,In-store,Clothing,0,0
TXN18972,51,Female,High,4146.47,Online,Clothing,39,0
TXN18973,53,Female,High,124.6,Online,Entertainment,32,0
TXN18974,52,Male,Medium,4509.57,Online,Clothing,43,0
TXN18975,34,Female,Low,1219.73,In-store,Electronics,21,0
TXN18976,45,Male,Medium,2736.84,Online,Clothing,19,0
TXN18977,31,Female,Low,4275.01,Online,Grocery,42,0
TXN18978,51,Male,Medium,1668.84,Online,Grocery,49,0
TXN18979,65,Female,Low,4935.95,In-store,Electronics,10,1
TXN18980,28,Male,Medium,959.47,Online,Grocery,44,0
TXN18981,30,Female,Low,1062.47,Online,Others,44,0
TXN18982,50,Female,Low,2537.82,Online,Clothing,29,0
TXN18983,19,Male,High,395.18,Online,Others,12,0
TXN18984,51,Female,Medium,90.23,Online,Grocery,45,0
TXN18985,46,Female,Low,3327.68,In-store,Electronics,21,0
TXN18986,54,Male,Medium,2305.07,Online,Grocery,31,0
TXN18987,21,Male,Low,3556.37,In-store,Others,29,1
TXN18988,29,Female,Low,4778.22,In-store,Electronics,19,0
TXN18989,43,Female,Low,4715.86,Online,Electronics,0,0
TXN18990,45,Female,Low,3743.41,Online,Entertainment,22,0
TXN18991,20,Male,Medium,2162.7,Online,Others,7,0
TXN18992,37,Female,High,2282.64,Online,Clothing,23,0
TXN18993,27,Female,Very High,2314.35,In-store,Clothing,34,0
TXN18994,69,Female,Low,4292.31,Online,Grocery,0,0
TXN18995,35,Female,Very High,4084.02,Online,Grocery,14,1
TXN18996,44,Male,Low,3531.71,In-store,Others,15,0
TXN18997,48,Female,Medium,3267.48,In-store,Clothing,0,0
TXN18998,44,Male,Low,1405.28,Online,Others,37,0
TXN18999,59,Female,Medium,2635.39,In-store,Clothing,13,0
TXN19000,18,Female,Medium,1703.76,Online,Electronics,37,0
TXN19001,23,Female,Medium,2891.39,Online,Grocery,48,1
TXN19002,28,Male,Medium,4575.7,Online,Entertainment,35,0
TXN19003,51,Female,Very High,2764.84,In-store,Others,33,0
TXN19004,56,Male,High,4988.53,Online,Electronics,13,0
TXN19005,37,Male,Very High,2501.35,In-store,Others,6,0
TXN19006,38,Male,Medium,863.53,Online,Clothing,0,0
TXN19007,38,Female,Low,4897.75,In-store,Clothing,8,0
TXN19008,35,Female,Medium,859.38,In-store,Grocery,37,0
TXN19009,38,Female,Medium,2887.37,Online,Grocery,41,0
TXN19010,36,Female,Medium,3635.08,Online,Others,11,0
TXN19011,21,Male,Medium,2425.72,In-store,Others,18,0
TXN19012,30,Female,High,222.9,In-store,Clothing,6,0
TXN19013,35,Female,High,3149.97,In-store,Clothing,1,0
TXN19014,69,Female,Medium,4929.76,Online,Others,26,0
TXN19015,46,Male,Medium,3414.37,Online,Clothing,48,0
TXN19016,42,Male,Low,3063.43,Online,Electronics,10,0
TXN19017,30,Male,Medium,2955.03,In-store,Others,3,0
TXN19018,44,Female,Low,1811.68,Online,Grocery,29,0
TXN19019,36,Male,Medium,1445.82,Online,Others,29,0
TXN19020,66,Male,Low,3648.62,Online,Others,0,0
TXN19021,18,Male,Very High,1468.98,Online,Grocery,33,0
TXN19022,55,Male,Medium,4564.5,In-store,Electronics,8,0
TXN19023,36,Male,Low,974.38,Online,Grocery,32,0
TXN19024,69,Male,Low,4868.79,In-store,Electronics,1,0
TXN19025,18,Female,Medium,2198.91,Online,Others,24,0
TXN19026,57,Male,Medium,485.27,In-store,Grocery,1,0
TXN19027,34,Female,High,205.71,In-store,Others,1,0
TXN19028,38,Female,High,4157.99,Online,Grocery,8,0
TXN19029,39,Male,Low,2591.51,In-store,Electronics,9,0
TXN19030,32,Male,Low,984.97,In-store,Clothing,21,0
TXN19031,67,Female,Low,1329.57,Online,Others,37,0
TXN19032,56,Female,Low,499.18,In-store,Entertainment,3,0
TXN19033,65,Male,Low,1297.26,In-store,Grocery,27,0
TXN19034,56,Female,Medium,411.84,In-store,Entertainment,35,0
TXN19035,49,Female,Medium,2084.72,In-store,Others,5,0
TXN19036,66,Female,High,2382.85,In-store,Grocery,46,0
TXN19037,21,Female,Low,2805.41,In-store,Electronics,1,0
TXN19038,61,Male,Medium,2845.48,Online,Electronics,16,0
TXN19039,62,Male,High,1513.19,Online,Others,46,0
TXN19040,49,Female,Low,4357.62,Online,Clothing,49,0
TXN19041,21,Male,High,1595.7,Online,Others,9,0
TXN19042,18,Male,Low,2913.92,Online,Clothing,28,0
TXN19043,50,Female,High,1576.13,Online,Clothing,14,0
TXN19044,24,Female,Medium,4139.85,Online,Entertainment,44,0
TXN19045,26,Female,Medium,4989.1,In-store,Electronics,14,0
TXN19046,18,Male,Low,861.44,In-store,Grocery,23,0
TXN19047,33,Female,Very High,4775.29,In-store,Clothing,29,0
TXN19048,35,Male,Medium,364.73,Online,Grocery,29,0
TXN19049,64,Male,Low,4027.34,In-store,Grocery,47,0
TXN19050,23,Female,High,4716.39,Online,Clothing,49,0
TXN19051,19,Female,High,3259.4,Online,Grocery,4,0
TXN19052,26,Female,Very High,1641.93,In-store,Grocery,33,0
TXN19053,21,Female,Medium,980.13,Online,Electronics,20,0
TXN19054,62,Female,Medium,4099.31,Online,Electronics,5,1
TXN19055,40,Male,Medium,498.38,In-store,Grocery,20,0
TXN19056,60,Female,Low,2399.09,In-store,Entertainment,29,0
TXN19057,62,Male,Low,3990.22,In-store,Electronics,8,0
TXN19058,60,Female,Medium,4132.68,In-store,Grocery,43,0
TXN19059,68,Male,High,1754.69,In-store,Grocery,2,0
TXN19060,25,Male,High,2634.67,Online,Electronics,15,0
TXN19061,56,Female,Low,748.21,Online,Grocery,18,0
TXN19062,42,Male,Low,2877.62,Online,Entertainment,18,0
TXN19063,33,Male,Low,2356.3,In-store,Electronics,15,0
TXN19064,52,Male,Medium,4539.86,Online,Others,31,0
TXN19065,34,Male,Low,2332.81,In-store,Others,16,0
TXN19066,35,Female,Medium,3180.44,In-store,Grocery,19,0
TXN19067,44,Male,High,1846.43,Online,Clothing,44,1
TXN19068,32,Female,High,1416.11,Online,Clothing,40,0
TXN19069,34,Female,High,648.28,In-store,Grocery,1,0
TXN19070,60,Female,Low,2522.67,Online,Grocery,5,0
TXN19071,22,Female,Low,2645.57,Online,Others,31,0
TXN19072,33,Female,Low,1980.86,Online,Entertainment,4,0
TXN19073,32,Male,Medium,2796.55,In-store,Others,37,0
TXN19074,59,Female,Medium,2941.47,In-store,Grocery,40,0
TXN19075,63,Male,Low,615.93,Online,Others,30,0
TXN19076,51,Female,Low,1327.72,Online,Grocery,28,0
TXN19077,65,Male,Low,4303.26,Online,Clothing,45,0
TXN19078,36,Male,Low,2422.02,Online,Grocery,22,0
TXN19079,25,Female,Medium,1741.13,Online,Grocery,1,0
TXN19080,64,Male,Low,365.6,Online,Grocery,6,0
TXN19081,27,Female,High,2548.43,Online,Clothing,28,0
TXN19082,22,Male,Medium,3210.24,In-store,Electronics,12,0
TXN19083,69,Female,Medium,2832.92,Online,Electronics,0,0
TXN19084,65,Male,Medium,3934.63,Online,Grocery,19,0
TXN19085,43,Male,Medium,1407.0,Online,Grocery,33,0
TXN19086,39,Male,Medium,266.54,Online,Others,35,0
TXN19087,61,Male,Low,2901.97,Online,Clothing,43,0
TXN19088,40,Male,Low,1162.98,In-store,Grocery,9,0
TXN19089,30,Male,High,921.24,Online,Electronics,1,0
TXN19090,26,Male,Low,3249.12,Online,Electronics,19,0
TXN19091,66,Male,Low,2674.29,Online,Electronics,7,0
TXN19092,37,Male,Medium,4277.99,Online,Grocery,9,0
TXN19093,45,Male,Medium,3862.97,In-store,Clothing,39,0
TXN19094,61,Female,Medium,2268.39,Online,Others,27,1
TXN19095,54,Male,Very High,1554.31,In-store,Grocery,27,0
TXN19096,41,Female,Low,4885.33,Online,Others,28,0
TXN19097,61,Female,Medium,3378.27,In-store,Grocery,38,0
TXN19098,50,Female,Low,4947.04,Online,Grocery,27,0
TXN19099,37,Male,Medium,2911.36,Online,Grocery,39,0
TXN19100,65,Female,Low,1179.14,Online,Entertainment,40,0
TXN19101,47,Male,High,3365.3,In-store,Grocery,15,0
TXN19102,61,Female,Low,4530.84,Online,Clothing,44,0
TXN19103,26,Female,Medium,3181.63,Online,Others,36,0
TXN19104,62,Female,Medium,2336.31,Online,Entertainment,34,0
TXN19105,66,Female,Medium,1112.93,In-store,Electronics,49,0
TXN19106,34,Female,Low,3593.86,Online,Entertainment,7,0
TXN19107,53,Male,Low,1573.96,In-store,Others,0,0
TXN19108,31,Female,Medium,2180.28,In-store,Others,34,0
TXN19109,36,Male,Medium,3354.82,Online,Grocery,1,0
TXN19110,24,Female,Low,2439.34,In-store,Others,29,0
TXN19111,20,Male,Medium,2820.25,Online,Entertainment,26,0
TXN19112,50,Male,Medium,1064.36,In-store,Others,34,0
TXN19113,61,Female,Medium,4098.93,Online,Others,17,0
TXN19114,49,Male,Low,766.34,In-store,Others,49,0
TXN19115,64,Female,Medium,874.25,Online,Grocery,37,0
TXN19116,28,Female,High,302.47,In-store,Grocery,26,0
TXN19117,59,Female,Low,3540.08,Online,Grocery,43,0
TXN19118,19,Male,Medium,4661.09,Online,Others,49,1
TXN19119,43,Female,Low,361.03,Online,Others,20,0
TXN19120,21,Female,Low,894.55,Online,Grocery,29,0
TXN19121,34,Male,Low,1870.77,In-store,Others,24,0
TXN19122,34,Female,High,1421.53,Online,Grocery,14,0
TXN19123,45,Male,Low,3154.98,In-store,Others,19,0
TXN19124,47,Male,Low,209.79,Online,Grocery,46,0
TXN19125,57,Male,High,2918.42,Online,Others,35,0
TXN19126,40,Female,High,2763.65,Online,Others,26,0
TXN19127,63,Male,Medium,216.43,Online,Electronics,37,0
TXN19128,41,Male,Low,1884.47,In-store,Clothing,44,0
TXN19129,46,Male,High,4605.58,Online,Grocery,41,0
TXN19130,21,Male,Medium,971.74,Online,Entertainment,45,0
TXN19131,55,Female,Low,4648.82,In-store,Others,45,0
TXN19132,46,Male,Low,3656.32,In-store,Grocery,42,0
TXN19133,36,Male,Medium,1303.22,In-store,Grocery,38,0
TXN19134,44,Male,Very High,52.4,Online,Others,6,0
TXN19135,46,Female,Medium,2119.83,Online,Electronics,2,0
TXN19136,53,Female,Medium,2999.63,Online,Electronics,8,0
TXN19137,52,Female,Low,548.34,In-store,Clothing,47,0
TXN19138,69,Female,Very High,326.69,In-store,Clothing,3,0
TXN19139,23,Male,Medium,232.41,In-store,Electronics,24,0
TXN19140,40,Female,Low,3790.84,In-store,Grocery,33,0
TXN19141,56,Female,High,3850.14,Online,Others,2,0
TXN19142,63,Female,Medium,3330.56,In-store,Entertainment,43,0
TXN19143,61,Female,Low,3589.09,Online,Others,31,0
TXN19144,65,Male,Low,1742.75,Online,Entertainment,38,0
TXN19145,69,Male,Very High,605.66,Online,Grocery,47,0
TXN19146,25,Female,Medium,687.03,In-store,Others,16,0
TXN19147,19,Male,Medium,1579.94,Online,Others,1,0
TXN19148,30,Male,Low,1878.39,In-store,Grocery,23,0
TXN19149,57,Male,Low,4540.5,Online,Electronics,22,0
TXN19150,38,Male,Medium,1890.35,Online,Grocery,1,0
TXN19151,48,Male,Low,2186.2,In-store,Grocery,25,0
TXN19152,69,Female,Very High,2155.14,Online,Others,35,0
TXN19153,65,Male,Low,3645.32,Online,Entertainment,8,0
TXN19154,53,Female,Low,156.17,Online,Grocery,18,0
TXN19155,65,Male,Medium,2241.43,In-store,Grocery,49,0
TXN19156,69,Male,High,4345.6,Online,Electronics,11,0
TXN19157,55,Male,High,4364.46,Online,Grocery,49,0
TXN19158,44,Female,Low,3700.32,In-store,Clothing,37,0
TXN19159,53,Male,Low,2012.47,Online,Clothing,39,0
TXN19160,65,Female,Low,1262.79,Online,Others,19,0
TXN19161,40,Female,Low,464.48,Online,Electronics,41,0
TXN19162,38,Male,Low,2413.14,Online,Entertainment,27,0
TXN19163,30,Male,Very High,4283.98,Online,Grocery,30,0
TXN19164,54,Male,High,1748.99,Online,Clothing,29,0
TXN19165,64,Female,Low,2572.51,Online,Grocery,47,0
TXN19166,43,Female,Medium,1647.67,In-store,Others,23,0
TXN19167,57,Female,Very High,2020.09,In-store,Others,30,0
TXN19168,24,Male,Medium,709.09,Online,Clothing,0,0
TXN19169,63,Female,Medium,3470.95,Online,Grocery,19,0
TXN19170,56,Male,Low,255.9,Online,Grocery,12,1
TXN19171,39,Male,Medium,4871.07,Online,Grocery,32,0
TXN19172,56,Female,Medium,1926.51,Online,Grocery,38,0
TXN19173,40,Male,Low,1364.65,Online,Grocery,18,0
TXN19174,47,Female,Low,2952.93,Online,Grocery,27,0
TXN19175,35,Male,High,4514.28,In-store,Others,15,0
TXN19176,59,Male,Very High,4420.39,Online,Clothing,12,0
TXN19177,35,Male,Medium,4626.64,Online,Others,1,0
TXN19178,63,Female,High,480.04,Online,Electronics,6,0
TXN19179,27,Female,High,1140.85,In-store,Grocery,37,0
TXN19180,56,Female,Low,376.16,Online,Others,49,0
TXN19181,47,Female,Low,474.09,In-store,Grocery,3,0
TXN19182,43,Female,High,948.63,Online,Others,18,1
TXN19183,24,Male,Very High,610.19,In-store,Grocery,25,0
TXN19184,24,Male,High,1666.27,In-store,Clothing,17,0
TXN19185,22,Female,Low,2048.82,In-store,Others,19,0
TXN19186,18,Female,Low,1702.23,In-store,Grocery,26,0
TXN19187,63,Female,High,2047.63,Online,Grocery,10,0
TXN19188,35,Male,Low,4340.64,Online,Entertainment,44,0
TXN19189,30,Female,High,4140.65,Online,Others,8,1
TXN19190,42,Male,Medium,4813.59,Online,Electronics,30,0
TXN19191,57,Male,Low,3939.81,Online,Grocery,20,0
TXN19192,25,Female,Low,4211.15,In-store,Clothing,33,1
TXN19193,27,Female,High,3472.44,In-store,Grocery,38,0
TXN19194,49,Male,Low,879.88,In-store,Others,45,0
TXN19195,34,Female,Very High,4683.44,Online,Electronics,2,0
TXN19196,55,Male,Medium,1053.89,Online,Electronics,10,0
TXN19197,32,Male,High,3390.98,Online,Grocery,30,0
TXN19198,32,Female,High,1156.35,In-store,Clothing,30,0
TXN19199,65,Male,High,457.49,In-store,Electronics,11,0
TXN19200,57,Female,Medium,988.61,Online,Electronics,4,0
TXN19201,68,Female,Medium,1168.15,In-store,Electronics,13,0
TXN19202,37,Female,Low,1908.68,Online,Electronics,42,0
TXN19203,32,Female,Medium,355.37,Online,Others,19,0
TXN19204,52,Male,Medium,2932.63,Online,Electronics,27,0
TXN19205,23,Male,Low,3996.36,Online,Electronics,10,0
TXN19206,47,Female,Medium,3824.72,Online,Grocery,46,0
TXN19207,25,Male,Low,4188.61,Online,Grocery,12,0
TXN19208,48,Female,Medium,4897.5,Online,Grocery,22,0
TXN19209,65,Male,High,4979.14,Online,Clothing,31,0
TXN19210,64,Female,High,2058.23,In-store,Grocery,37,0
TXN19211,49,Male,Low,2515.45,Online,Electronics,49,0
TXN19212,62,Male,Medium,2495.93,Online,Electronics,46,0
TXN19213,69,Female,Low,3213.84,Online,Electronics,33,0
TXN19214,32,Male,High,1236.0,Online,Clothing,21,0
TXN19215,35,Female,Low,3865.19,Online,Others,25,0
TXN19216,30,Female,Medium,642.14,Online,Grocery,32,0
TXN19217,41,Male,Low,4756.48,Online,Grocery,38,0
TXN19218,57,Female,Medium,632.45,Online,Others,8,0
TXN19219,31,Male,Medium,3715.9,In-store,Clothing,36,0
TXN19220,45,Female,Low,1991.86,In-store,Grocery,45,0
TXN19221,28,Female,Medium,3172.91,Online,Clothing,31,0
TXN19222,23,Male,Low,1578.41,Online,Clothing,38,0
TXN19223,42,Male,High,607.26,In-store,Electronics,11,0
TXN19224,18,Female,Low,4690.9,Online,Entertainment,45,1
TXN19225,42,Female,Medium,2555.34,In-store,Electronics,43,0
TXN19226,19,Female,High,1509.6,Online,Electronics,15,0
TXN19227,49,Male,Low,3126.23,Online,Electronics,20,0
TXN19228,30,Female,Low,1296.98,Online,Clothing,22,0
TXN19229,50,Male,Low,211.85,In-store,Others,21,0
TXN19230,49,Female,Very High,3970.34,Online,Entertainment,46,0
TXN19231,41,Male,Low,4979.37,Online,Electronics,22,0
TXN19232,44,Male,Low,4782.65,Online,Others,49,0
TXN19233,21,Female,Medium,4399.95,Online,Entertainment,22,0
TXN19234,41,Male,Medium,3739.64,Online,Grocery,1,0
TXN19235,40,Female,High,818.12,In-store,Clothing,1,0
TXN19236,46,Female,High,787.37,Online,Others,8,0
TXN19237,51,Female,Very High,756.89,Online,Others,2,0
TXN19238,38,Male,Low,2303.47,In-store,Electronics,31,1
TXN19239,47,Male,Low,2385.26,Online,Others,29,0
TXN19240,43,Female,Very High,2892.18,Online,Others,29,0
TXN19241,37,Male,Very High,1141.33,In-store,Others,32,0
TXN19242,33,Male,Medium,208.17,Online,Clothing,2,0
TXN19243,20,Female,Medium,512.8,In-store,Grocery,6,0
TXN19244,66,Female,Low,356.31,Online,Clothing,2,0
TXN19245,54,Male,High,3966.13,In-store,Grocery,30,0
TXN19246,57,Female,High,682.13,Online,Entertainment,42,0
TXN19247,61,Male,Low,3754.78,In-store,Grocery,12,0
TXN19248,42,Female,Low,544.44,In-store,Grocery,43,0
TXN19249,40,Male,Low,2484.22,In-store,Others,40,0
TXN19250,61,Male,Low,1446.42,Online,Entertainment,44,0
TXN19251,18,Female,Low,3260.63,Online,Electronics,16,0
TXN19252,50,Female,Low,738.45,In-store,Others,2,0
TXN19253,32,Male,Low,2947.18,In-store,Others,36,0
TXN19254,34,Female,Medium,2862.23,In-store,Others,20,0
TXN19255,51,Male,Low,2020.73,In-store,Grocery,12,0
TXN19256,34,Female,High,2417.63,Online,Grocery,8,0
TXN19257,69,Female,High,743.42,In-store,Grocery,39,0
TXN19258,58,Female,High,4054.47,In-store,Others,24,0
TXN19259,61,Male,Medium,3027.74,In-store,Entertainment,33,0
TXN19260,21,Male,Medium,606.05,Online,Electronics,2,0
TXN19261,30,Male,Low,4588.51,Online,Grocery,12,1
TXN19262,21,Male,Low,3116.91,In-store,Electronics,43,0
TXN19263,24,Male,Very High,869.96,Online,Grocery,2,0
TXN19264,63,Male,Low,1128.67,Online,Grocery,16,0
TXN19265,26,Female,Low,1028.66,Online,Grocery,30,0
TXN19266,40,Male,Low,1134.26,Online,Clothing,8,0
TXN19267,50,Female,High,1056.76,In-store,Clothing,46,0
TXN19268,50,Male,Low,3732.4,Online,Others,29,0
TXN19269,37,Female,Medium,2961.09,Online,Others,30,0
TXN19270,21,Female,Medium,1174.42,Online,Clothing,28,0
TXN19271,18,Male,Very High,4660.44,In-store,Clothing,33,1
TXN19272,59,Female,Low,67.97,Online,Electronics,24,0
TXN19273,51,Female,Medium,3431.1,Online,Grocery,19,0
TXN19274,44,Male,Very High,2721.49,In-store,Others,8,0
TXN19275,38,Female,Low,2661.87,In-store,Grocery,9,0
TXN19276,41,Male,Low,2761.25,In-store,Grocery,25,0
TXN19277,32,Male,Low,2438.27,In-store,Clothing,11,0
TXN19278,52,Female,Medium,4732.93,In-store,Grocery,7,0
TXN19279,42,Male,Low,3097.51,In-store,Grocery,46,0
TXN19280,26,Male,High,2302.37,Online,Others,3,1
TXN19281,34,Female,Medium,4301.67,Online,Others,44,0
TXN19282,38,Female,Medium,4449.39,Online,Clothing,16,0
TXN19283,30,Female,Medium,3874.27,In-store,Grocery,10,0
TXN19284,20,Female,Very High,2873.31,In-store,Grocery,0,0
TXN19285,21,Female,Medium,223.08,In-store,Electronics,35,0
TXN19286,21,Male,Low,4551.43,In-store,Clothing,13,0
TXN19287,60,Female,Low,4089.65,In-store,Others,14,0
TXN19288,45,Male,High,4668.22,In-store,Grocery,14,0
TXN19289,24,Female,Medium,681.31,In-store,Electronics,22,0
TXN19290,43,Female,Medium,4806.12,Online,Grocery,40,0
TXN19291,28,Female,Very High,4828.82,Online,Grocery,8,0
TXN19292,41,Female,Medium,2272.41,In-store,Others,3,0
TXN19293,60,Female,Low,381.13,Online,Clothing,29,0
TXN19294,27,Female,Very High,3113.08,In-store,Grocery,6,0
TXN19295,54,Female,Medium,3134.96,Online,Clothing,49,0
TXN19296,30,Female,Low,2657.71,Online,Others,37,0
TXN19297,61,Male,Medium,1647.44,In-store,Others,16,0
TXN19298,59,Female,Medium,368.36,In-store,Grocery,26,0
TXN19299,56,Male,Medium,2816.28,In-store,Clothing,0,0
TXN19300,36,Female,Very High,1577.72,In-store,Electronics,5,0
TXN19301,68,Male,Low,507.29,In-store,Grocery,12,0
TXN19302,36,Female,Low,959.51,In-store,Grocery,0,0
TXN19303,29,Male,Very High,3954.65,In-store,Grocery,38,0
TXN19304,69,Male,Low,4034.09,Online,Grocery,42,0
TXN19305,39,Female,High,3840.42,In-store,Electronics,15,0
TXN19306,64,Male,Low,388.38,Online,Clothing,14,0
TXN19307,54,Male,High,561.82,In-store,Others,42,0
TXN19308,47,Female,Very High,1173.98,Online,Electronics,18,0
TXN19309,63,Male,Low,4897.05,In-store,Grocery,8,0
TXN19310,29,Female,Low,1381.75,In-store,Others,34,0
TXN19311,46,Female,Very High,4674.49,Online,Clothing,20,0
TXN19312,38,Female,High,3299.33,In-store,Electronics,3,0
TXN19313,28,Male,Low,146.63,Online,Grocery,44,0
TXN19314,54,Male,Low,2442.16,Online,Electronics,6,0
TXN19315,65,Female,Medium,4182.12,Online,Electronics,1,0
TXN19316,35,Male,High,327.03,Online,Grocery,41,0
TXN19317,61,Male,Low,3053.45,Online,Entertainment,25,0
TXN19318,44,Male,High,1609.17,In-store,Grocery,35,0
TXN19319,54,Female,Low,1009.38,In-store,Grocery,9,0
TXN19320,65,Female,Medium,2647.09,In-store,Grocery,8,0
TXN19321,29,Male,High,3981.9,Online,Others,18,0
TXN19322,40,Male,Low,3895.03,In-store,Grocery,16,0
TXN19323,51,Female,Low,879.23,Online,Electronics,4,0
TXN19324,55,Male,High,1747.43,Online,Clothing,28,0
TXN19325,40,Female,Low,1747.5,Online,Others,24,0
TXN19326,42,Male,Medium,4124.02,In-store,Grocery,13,0
TXN19327,21,Male,Medium,2486.37,Online,Clothing,26,0
TXN19328,47,Male,Medium,1882.45,Online,Clothing,18,0
TXN19329,47,Male,Low,4027.77,In-store,Grocery,48,0
TXN19330,30,Female,Medium,4455.85,In-store,Others,24,0
TXN19331,59,Female,Medium,1625.69,In-store,Grocery,3,0
TXN19332,66,Female,High,4926.37,In-store,Electronics,29,0
TXN19333,31,Female,High,2683.29,In-store,Grocery,47,0
TXN19334,64,Male,Medium,319.01,In-store,Grocery,34,0
TXN19335,25,Female,Low,1834.96,Online,Entertainment,20,0
TXN19336,41,Female,Low,2725.82,In-store,Others,15,0
TXN19337,35,Male,High,4134.21,In-store,Entertainment,46,0
TXN19338,52,Male,Medium,3548.88,Online,Entertainment,7,0
TXN19339,42,Male,Low,1005.53,In-store,Others,4,0
TXN19340,34,Male,Very High,2124.22,In-store,Electronics,11,0
TXN19341,49,Female,High,500.65,Online,Clothing,27,1
TXN19342,41,Female,Medium,4387.68,Online,Entertainment,33,0
TXN19343,24,Female,Low,28.56,In-store,Grocery,0,0
TXN19344,30,Male,Low,1310.93,In-store,Others,19,0
TXN19345,44,Male,Very High,3813.93,Online,Electronics,7,0
TXN19346,65,Male,Medium,119.83,Online,Clothing,25,0
TXN19347,22,Female,High,3608.01,In-store,Others,6,0
TXN19348,53,Male,Very High,3275.13,In-store,Entertainment,5,0
