Monthly_Spending,Visit_Frequency,Customer_Support_Calls,Membership_Years,Discounts_Used,Churn
438,27,9,3,6,0
410,10,4,3,8,0
180,11,2,1,14,0
256,2,8,1,2,0
75,28,1,6,9,0
77,16,8,4,7,0
43,27,1,4,5,0
10,1,0,1,13,0
160,22,9,6,5,0
399,29,5,1,18,0
281,1,5,4,8,0
267,22,3,4,8,0
247,2,1,2,19,0
125,12,9,1,15,0
85,27,2,2,12,0
292,23,5,4,12,0
28,23,3,5,11,0
293,28,4,3,19,0
44,20,8,6,1,0
380,18,4,1,3,0
333,12,9,5,6,0
314,27,7,8,18,0
250,23,1,9,2,0
16,1,5,4,10,0
46,28,5,3,18,0
380,27,4,8,13,0
162,11,5,5,16,0
254,2,4,3,4,0
259,12,1,0,13,0
124,2,4,8,6,0
50,17,0,9,11,0
346,25,2,2,16,0
71,6,6,5,19,0
178,16,3,0,17,0
151,19,7,5,0,0
494,28,2,2,10,0
447,6,6,2,3,0
267,7,1,6,11,0
97,19,7,8,4,0
472,20,2,5,14,0
57,26,5,0,19,0
444,17,1,8,2,0
490,6,6,4,14,0
320,15,3,1,7,0
21,22,5,2,10,0
220,9,1,4,11,0
253,2,2,1,2,0
248,5,2,2,5,0
206,21,3,7,7,0
266,23,0,5,6,0
244,5,5,1,16,0
196,12,5,1,15,0
210,10,3,0,16,0
112,4,7,6,12,0
299,12,4,5,3,0
230,15,9,5,9,0
377,10,3,4,15,0
311,28,6,2,18,0
196,18,9,7,6,0
459,24,9,2,17,0
412,5,7,4,12,0
421,13,1,7,3,0
108,4,0,2,17,0
433,9,5,4,15,0
254,18,1,5,17,0
322,3,7,0,15,0
316,24,4,1,8,0
31,11,1,6,1,0
77,4,4,8,5,0
401,9,1,9,5,0
325,26,5,3,5,0
74,29,7,4,13,0
301,12,1,3,10,0
464,26,5,2,16,0
226,10,5,9,3,0
38,10,0,1,3,0
202,9,8,2,18,0
65,10,7,1,15,0
347,9,3,7,7,0
397,1,6,0,18,0
221,22,3,4,19,0
247,16,7,0,0,0
209,26,9,4,3,0
484,14,1,2,11,0
187,13,1,8,18,0
432,6,2,0,1,0
428,14,3,9,5,0
162,8,5,0,19,0
471,23,4,7,2,0
53,23,9,2,2,0
440,18,9,6,0,0
177,29,6,9,8,0
296,28,5,4,6,0
206,27,3,1,8,0
346,20,9,6,0,0
83,1,8,6,7,0
180,12,6,2,17,0
389,27,0,5,2,0
192,11,7,4,16,0
25,13,3,0,6,0
77,23,6,0,10,0
384,4,1,1,4,0
334,25,2,6,12,0
51,6,0,2,10,0
119,22,1,8,2,0
50,25,4,2,12,0
315,13,1,9,19,0
477,24,5,3,5,0
15,22,5,7,14,0
340,13,5,3,1,0
190,6,2,6,1,0
282,22,2,4,13,0
370,4,9,5,1,0
194,21,6,7,4,0
332,3,3,3,15,0
153,25,5,5,7,0
445,15,7,9,7,0
109,11,2,1,10,0
99,2,8,8,12,0
481,27,8,8,14,0
255,23,2,9,3,0
248,17,5,9,7,0
427,26,4,5,15,0
221,28,3,5,15,0
90,23,7,9,9,0
124,2,9,6,1,0
285,21,8,3,17,0
89,1,8,6,15,0
65,5,4,9,3,0
188,27,4,0,19,0
318,20,2,6,18,0
58,17,8,0,7,0
269,28,0,7,19,0
283,1,2,9,7,0
301,7,6,5,13,0
382,29,6,0,15,0
300,3,4,0,5,0
39,26,5,3,17,0
383,16,3,6,7,0
261,16,7,4,18,0
72,12,3,4,3,0
91,9,9,7,3,0
414,25,5,1,6,0
445,14,4,3,7,0
489,12,9,3,8,0
334,26,5,7,0,0
390,27,2,5,16,0
178,25,2,9,6,0
319,16,9,8,19,0
352,17,6,9,9,0
167,12,0,8,0,0
484,4,0,3,17,0
65,17,0,9,13,0
344,1,5,6,18,0
434,25,3,2,17,0
151,21,5,5,12,0
158,17,0,0,6,0
385,11,3,4,1,0
235,19,3,5,6,0
483,23,1,4,9,0
34,18,0,6,16,0
187,20,7,3,4,0
374,2,5,4,8,0
104,9,3,3,3,0
62,28,1,8,19,0
313,9,4,1,14,0
79,12,8,0,13,0
185,13,6,3,17,0
141,16,3,5,9,0
417,29,4,9,15,0
499,13,7,7,19,0
424,23,4,3,9,0
348,14,5,0,8,0
468,7,9,8,15,0
422,2,5,2,4,0
398,12,7,5,18,0
347,26,4,9,0,0
460,28,0,7,0,0
369,24,3,4,4,0
340,17,2,6,6,0
222,24,1,9,14,0
487,5,6,8,10,0
220,29,6,0,11,0
446,20,7,7,16,0
354,10,9,1,16,0
73,18,4,0,16,0
44,3,0,3,3,0
21,13,5,5,1,0
440,13,5,7,9,0
355,10,7,0,4,0
320,29,9,0,9,0
257,2,1,9,9,0
121,27,8,1,10,0
334,28,5,8,9,0
476,16,0,3,10,0
100,4,8,6,5,0
303,19,7,2,9,0
38,5,9,0,7,0
21,7,0,0,10,0
156,9,7,8,19,0
146,5,6,3,18,0
347,8,4,2,6,0
166,2,5,4,11,0
268,22,3,0,5,0
96,24,8,2,11,0
167,25,8,3,4,0
195,27,9,5,12,0
353,20,0,8,16,0
318,20,8,2,8,0
366,7,2,3,19,0
238,29,1,4,16,0
13,4,3,7,18,0
66,21,3,8,18,0
447,15,8,2,7,0
37,18,3,2,7,0
25,2,4,6,14,0
22,27,5,8,6,0
209,14,3,0,5,0
193,10,0,0,15,0
318,5,1,1,7,0
313,12,2,5,2,0
290,10,3,2,9,0
331,26,4,7,9,0
167,29,9,4,18,0
369,18,9,2,1,0
268,28,2,7,8,0
416,6,0,7,0,0
166,28,7,1,9,0
434,22,7,4,17,0
103,12,3,2,0,0
276,24,6,6,11,0
30,28,3,1,4,0
136,1,2,8,10,0
356,7,6,1,19,0
417,12,5,1,13,0
360,7,0,5,14,0
359,9,8,2,1,0
458,20,1,2,3,0
394,15,2,9,18,0
447,23,4,1,12,0
465,12,2,4,18,0
121,13,2,4,12,0
243,22,7,6,11,0
43,4,3,7,1,0
89,10,9,7,4,0
484,28,1,2,17,0
461,24,4,5,18,0
92,3,1,4,2,0
38,24,9,3,3,0
498,29,7,9,17,0
140,5,2,5,11,0
20,4,1,3,2,0
401,19,2,7,10,0
71,15,2,8,13,0
368,28,0,0,2,0
42,26,2,0,4,0
145,23,2,3,6,0
418,29,3,5,19,0
97,7,7,7,16,0
419,29,8,0,18,0
419,22,0,2,2,0
26,3,0,3,0,0
100,25,5,9,7,0
422,27,0,1,19,0
308,16,4,8,4,0
496,15,0,2,2,0
262,18,7,3,19,0
82,3,4,3,16,0
215,14,5,0,12,0
270,1,3,4,12,0
187,7,7,4,3,0
487,2,8,1,17,0
321,10,8,0,5,0
456,24,0,4,1,0
322,25,6,4,14,0
229,16,3,6,1,0
182,12,9,9,19,0
174,27,7,9,19,0
337,18,6,1,15,0
344,6,0,7,10,0
229,27,0,4,16,0
301,17,0,4,0,0
170,8,1,8,12,0
399,21,9,1,7,0
257,9,1,9,2,0
380,19,8,1,13,0
469,2,4,4,13,0
80,7,0,0,13,0
438,11,6,4,18,0
101,23,9,4,10,0
400,13,1,7,11,0
370,10,2,5,0,0
330,15,3,5,0,0
254,21,2,4,13,0
33,7,2,4,17,0
54,28,8,7,1,0
198,6,3,0,3,0
412,25,7,8,17,0
382,12,0,5,3,0
425,3,5,8,16,0
295,16,0,1,15,0
330,20,4,2,15,0
425,9,6,0,8,0
450,10,0,4,9,0
413,13,8,1,6,0
350,8,8,0,8,0
92,26,5,8,15,0
231,6,1,8,16,0
379,28,1,5,15,0
485,3,8,7,15,0
361,12,3,8,19,0
423,9,5,4,18,0
352,9,9,1,9,0
228,11,1,3,1,0
494,6,3,2,2,0
452,2,1,9,6,0
227,7,2,6,1,0
199,9,1,9,12,0
76,25,7,9,3,0
40,19,4,9,14,0
331,18,4,7,17,0
259,12,7,4,6,0
63,21,7,1,17,0
19,11,6,8,6,0
175,10,4,0,8,0
348,29,6,4,11,0
424,23,0,2,0,0
294,3,2,7,1,0
162,12,2,7,17,0
41,4,1,0,13,0
26,10,5,3,5,0
380,2,2,9,10,0
310,12,3,7,18,0
314,28,2,8,7,0
352,11,6,8,4,0
155,14,3,1,6,0
84,15,4,8,3,0
388,14,6,7,14,0
133,26,3,8,0,0
61,29,5,8,4,0
413,12,8,2,16,0
199,29,5,4,12,0
150,2,4,2,16,0
97,23,0,5,18,0
436,2,7,9,3,0
93,1,4,4,16,0
252,20,4,1,11,0
115,15,2,2,17,0
101,22,9,6,10,0
364,10,1,9,3,0
30,26,0,9,11,0
15,20,8,4,8,0
464,1,4,2,17,0
230,1,9,3,8,0
318,25,3,5,0,0
96,1,6,7,5,0
189,23,3,6,18,0
462,11,1,2,0,0
351,28,8,1,7,0
402,28,7,2,5,0
361,12,3,4,3,0
255,15,7,6,2,0
467,14,8,7,12,0
183,23,1,5,1,0
122,1,3,1,12,0
485,1,5,1,14,0
468,6,6,9,7,0
80,24,4,4,11,0
167,23,9,4,7,0
308,22,9,0,18,0
246,26,6,0,8,0
196,3,3,8,9,0
252,14,7,6,6,0
175,28,2,7,9,0
43,27,2,4,2,0
264,23,4,2,1,0
311,6,5,2,6,0
229,8,2,2,9,0
41,20,9,0,7,0
409,25,1,2,11,0
432,15,4,1,19,0
266,17,9,7,16,0
491,28,5,9,8,0
242,29,2,9,19,0
450,23,6,5,2,0
224,9,2,4,3,0
251,16,1,0,6,0
254,26,9,1,17,0
29,1,3,1,16,0
219,26,2,6,2,0
219,16,6,6,2,0
435,19,7,5,12,0
497,23,2,7,16,0
478,9,5,3,17,0
81,17,0,8,18,0
171,6,4,7,16,0
187,27,1,2,15,0
20,14,0,2,15,0
372,18,6,8,0,0
308,21,9,8,13,0
275,14,3,4,14,0
17,23,4,9,3,0
465,7,1,0,19,0
284,10,7,2,10,0
202,16,9,4,17,0
320,7,2,3,16,0
445,28,6,3,8,0
268,20,0,0,13,0
62,28,9,5,2,0
309,6,0,9,19,0
105,27,6,3,19,0
313,26,0,0,3,0
319,6,8,9,15,0
409,7,8,5,11,0
423,25,7,4,7,0
101,22,7,4,8,0
421,28,3,1,10,0
153,26,3,0,4,0
498,17,4,6,11,0
316,8,8,4,19,0
426,2,2,2,1,0
418,19,3,5,10,0
27,28,9,2,10,0
135,21,4,5,0,0
163,22,6,5,16,0
15,7,4,8,16,0
431,12,8,7,3,0
437,20,5,0,13,0
460,3,2,6,4,0
436,25,5,8,3,0
399,4,5,1,5,0
343,25,9,8,17,0
457,25,0,5,12,0
347,11,6,2,5,0
345,12,2,7,14,0
97,19,0,6,4,0
278,19,0,7,5,0
74,29,4,7,17,0
175,11,9,6,6,0
73,13,9,0,5,0
279,24,1,9,7,0
154,1,1,9,4,0
386,6,3,9,3,0
342,22,9,7,18,0
278,25,6,4,9,0
338,16,7,1,8,0
399,2,9,1,0,0
15,14,6,1,18,0
130,24,8,8,11,0
359,23,6,4,18,0
430,18,3,2,12,0
322,17,8,5,14,0
318,20,8,8,1,0
311,18,2,8,19,0
343,19,9,8,11,0
141,15,7,9,17,0
299,2,0,3,3,0
459,25,1,4,19,0
456,4,7,0,11,0
198,1,7,9,19,0
218,8,5,5,12,0
51,20,7,1,3,0
87,14,7,6,13,0
329,26,1,3,17,0
154,11,2,3,5,0
454,27,6,8,0,0
383,24,2,0,9,0
295,24,1,5,17,0
180,25,5,1,18,0
102,14,1,5,1,0
272,28,1,6,14,0
466,16,1,2,2,0
439,10,3,3,7,0
32,7,6,1,18,0
301,16,5,6,10,0
151,4,4,8,13,0
157,12,3,4,15,0
449,12,1,4,9,0
125,2,7,8,16,0
90,6,1,7,14,0
425,20,7,0,10,0
34,15,9,1,7,0
124,15,3,6,7,0
103,22,4,2,6,0
314,16,0,5,19,0
194,24,1,0,11,0
292,3,7,7,15,0
164,1,0,1,15,0
183,21,2,0,9,0
360,12,1,1,6,0
182,15,9,7,3,0
163,19,4,9,1,0
23,6,3,4,8,0
387,19,3,8,14,0
313,17,3,2,13,0
137,9,3,7,11,0
350,21,3,3,16,0
101,13,5,6,16,0
280,15,1,9,12,0
231,16,3,9,7,0
482,13,6,7,9,0
316,2,6,2,12,0
319,2,0,2,6,0
404,11,9,0,2,0
117,25,8,7,14,0
340,28,6,1,6,0
37,16,5,6,4,0
448,17,1,6,7,0
206,26,5,6,16,0
485,3,4,3,7,0
209,28,8,6,6,0
163,29,0,9,6,0
393,29,4,7,1,0
79,26,2,8,10,0
169,27,8,6,11,0
441,23,0,5,11,0
361,1,5,4,18,0
405,18,2,9,2,0
463,14,0,9,11,0
470,22,2,6,5,0
112,9,1,9,5,0
497,28,9,1,18,0
245,9,7,4,8,0
198,12,2,7,8,0
427,24,6,5,17,0
352,3,9,5,9,0
370,2,5,0,9,0
118,1,6,1,0,0
346,27,6,2,17,0
310,27,9,6,9,0
377,9,0,9,6,0
264,13,3,5,7,0
325,21,3,4,10,0
202,28,4,8,5,0
80,16,9,9,18,0
278,19,4,6,8,0
343,10,7,8,10,0
218,26,3,2,1,0
487,27,0,7,10,0
185,5,4,8,4,0
248,14,0,1,18,0
390,27,2,3,16,0
442,15,7,1,17,0
107,28,9,6,13,0
356,3,4,3,9,0
451,9,6,5,16,0
98,29,0,7,10,0
261,1,5,5,1,0
108,1,7,3,9,0
338,19,5,5,0,0
335,6,3,0,13,0
454,11,7,5,10,0
163,18,7,9,10,0
495,14,5,7,9,0
304,16,7,3,19,0
451,1,5,8,4,0
292,24,3,5,4,0
305,27,5,5,13,0
388,10,8,3,4,0
40,25,7,7,5,0
140,10,6,4,15,0
225,13,4,0,14,0
24,28,6,6,5,0
447,1,0,7,19,0
335,3,7,5,15,0
276,14,4,6,18,0
295,21,6,6,19,0
300,16,6,3,12,0
377,23,7,3,18,0
495,26,6,0,12,0
52,20,5,1,7,0
454,6,5,2,5,0
177,1,4,4,16,0
358,20,4,9,4,0
480,24,3,8,7,0
435,5,6,4,17,0
264,8,2,5,18,0
179,12,4,6,11,0
384,1,2,3,11,0
268,13,7,7,12,0
355,26,4,5,3,0
87,9,9,0,9,0
348,20,5,5,15,0
94,25,0,1,4,0
389,24,3,3,11,0
158,8,8,3,15,0
210,13,4,9,14,0
86,28,0,9,1,0
370,2,3,4,15,0
259,15,5,9,10,0
62,14,6,1,8,0
309,19,6,5,1,0
311,26,7,2,17,0
302,9,4,8,12,0
303,19,5,5,12,0
118,14,1,2,7,0
374,8,9,2,9,0
97,5,1,4,16,0
175,7,2,5,0,0
276,4,3,3,15,0
102,8,5,4,10,0
182,4,5,2,0,0
73,21,2,9,5,0
437,1,0,3,11,0
135,26,2,7,15,0
377,8,3,7,10,0
239,7,8,0,17,0
114,11,9,3,1,0
218,21,7,1,16,0
71,16,3,3,16,0
249,22,6,4,19,0
483,17,8,0,3,0
70,24,1,4,5,0
355,25,2,6,14,0
21,27,0,4,10,0
475,5,7,6,17,0
146,26,1,8,16,0
204,7,6,7,1,0
83,10,6,0,12,0
372,13,2,9,5,0
395,20,1,9,10,0
145,15,2,1,19,0
381,6,7,5,6,0
52,2,8,4,17,0
411,4,7,0,16,0
445,21,1,1,12,0
48,14,8,2,13,0
40,25,5,9,8,0
151,29,1,4,12,0
329,25,8,6,5,0
368,24,4,5,0,0
362,29,5,2,0,0
486,15,0,5,3,0
53,28,1,3,13,0
197,14,0,2,17,0
362,4,3,3,15,0
492,6,1,7,2,0
11,7,0,0,5,0
492,13,2,2,0,0
425,17,3,9,10,0
301,29,3,7,9,0
320,17,2,9,17,0
379,4,1,8,3,0
352,19,7,2,5,0
456,26,9,8,18,0
334,20,1,9,8,0
376,13,4,9,9,0
345,29,6,3,19,0
305,9,8,3,4,0
33,2,2,6,15,0
382,20,0,5,1,0
451,23,8,9,8,0
113,18,0,2,10,0
421,24,7,7,1,0
71,26,1,4,17,0
162,20,6,1,1,0
272,25,2,9,13,0
303,17,5,2,3,0
464,7,5,6,7,0
384,17,3,9,7,0
252,27,7,8,0,0
351,10,4,0,0,0
351,27,6,5,3,0
356,25,4,8,17,0
130,14,3,6,18,0
362,28,5,2,9,0
182,26,2,6,17,0
425,12,5,1,9,0
112,29,5,9,8,0
169,26,5,1,6,0
266,12,2,0,5,0
211,17,7,2,0,0
54,19,3,0,4,0
73,28,1,7,18,0
205,23,6,7,14,0
486,14,7,3,13,0
400,29,3,0,6,0
431,17,5,1,8,0
79,15,7,1,11,0
190,21,4,1,16,0
340,6,8,8,17,0
256,19,5,6,1,0
338,29,5,8,16,0
167,22,1,9,19,0
415,20,6,9,6,0
195,6,8,1,9,0
240,6,4,4,14,0
82,4,4,0,0,0
64,1,4,1,10,0
495,19,0,3,7,0
252,11,4,9,11,0
311,26,9,0,2,0
362,7,7,7,14,0
419,2,2,5,4,0
457,4,8,0,4,0
473,6,8,8,16,0
402,5,5,0,1,0
224,22,3,3,0,0
24,21,3,4,17,0
156,9,0,8,8,0
499,11,9,1,4,0
153,28,4,8,19,0
34,29,4,0,12,0
108,18,4,3,1,0
188,20,0,6,12,0
342,17,0,3,7,0
183,28,9,7,9,0
272,13,1,6,19,0
299,23,0,5,5,0
67,17,7,4,10,0
343,22,3,9,13,0
288,26,5,2,9,0
416,10,7,7,9,0
154,29,4,3,10,0
406,25,5,7,3,0
131,18,3,0,2,0
36,17,5,1,8,0
75,12,5,1,4,0
110,15,2,5,0,0
423,27,3,4,10,0
397,27,5,9,7,0
103,27,7,9,4,0
76,26,6,6,1,0
259,29,3,1,8,0
151,19,2,8,5,0
276,22,7,1,10,0
49,15,5,0,9,0
224,13,7,1,11,0
498,7,8,2,2,0
489,11,8,5,6,0
140,8,9,6,17,0
499,20,8,5,11,0
10,16,9,0,10,0
18,24,0,8,1,0
377,23,2,7,9,0
338,11,8,1,12,0
389,24,3,0,12,0
341,5,9,6,14,0
394,26,1,2,12,0
153,7,0,2,8,0
359,16,4,9,5,0
337,16,3,8,2,0
311,20,4,1,19,0
147,29,4,4,19,0
426,17,7,3,8,0
367,19,5,0,3,0
306,28,2,5,19,0
188,26,8,5,4,0
287,15,7,0,11,0
153,25,8,6,16,0
348,15,3,5,4,0
468,27,7,3,3,0
199,20,2,6,7,0
446,21,4,2,8,0
340,15,6,9,16,0
279,3,0,5,7,0
496,12,0,5,4,0
196,27,2,9,9,0
163,6,3,5,17,0
181,20,0,2,13,0
413,5,7,9,4,0
477,11,1,4,14,0
256,23,4,0,4,0
398,12,5,5,11,0
458,7,5,6,9,0
20,9,5,4,7,0
56,18,0,4,0,0
275,14,2,5,2,0
326,4,2,6,15,0
120,8,7,3,10,0
485,16,5,6,8,0
310,4,1,4,9,0
312,28,0,6,1,0
427,19,3,0,19,0
383,26,0,9,10,0
406,6,4,1,19,0
482,19,7,1,10,0
288,15,9,6,6,0
301,12,1,8,10,0
456,12,7,6,4,0
261,2,7,5,11,0
85,9,5,2,17,0
184,3,7,4,4,0
118,1,1,9,14,0
459,14,6,1,11,0
349,28,7,8,0,0
345,28,3,5,17,0
23,13,8,8,5,0
190,29,5,8,5,0
331,25,2,6,10,0
442,5,3,4,10,0
281,7,3,3,15,0
461,14,0,0,5,0
52,16,9,8,0,0
470,18,0,5,15,0
111,14,0,1,2,0
122,1,3,6,5,0
202,6,0,5,2,0
18,29,5,3,18,0
158,21,1,5,7,0
347,10,0,5,1,0
233,6,6,4,18,0
119,2,5,0,14,0
363,7,0,2,13,0
93,17,9,6,13,0
52,27,8,1,3,0
75,24,5,9,18,0
397,14,1,9,6,0
388,23,6,0,15,0
118,7,2,7,7,0
111,22,6,6,14,0
144,26,8,5,19,0
95,21,4,9,4,0
93,9,0,4,0,0
451,19,4,5,11,0
236,25,7,0,8,0
269,21,7,8,18,0
389,24,2,0,17,0
29,11,3,3,6,0
44,3,7,2,10,1
362,23,7,3,10,0
252,26,6,0,19,0
452,4,5,9,19,0
478,5,3,3,14,0
438,4,9,3,16,0
279,13,8,2,2,0
232,9,1,7,10,0
415,28,1,6,12,0
313,23,0,8,5,0
167,14,2,1,13,0
294,16,2,9,10,0
45,22,3,2,12,0
307,6,2,5,16,0
38,27,9,1,13,0
400,10,5,1,13,0
425,23,8,9,3,0
406,21,7,1,3,0
264,26,5,1,13,0
406,13,7,4,13,0
447,3,7,0,6,0
151,27,9,6,15,0
143,11,5,0,13,0
153,3,1,0,4,0
306,7,4,4,6,0
445,27,3,6,16,0
377,10,5,2,14,0
350,1,1,6,6,0
254,4,3,8,9,0
263,26,7,3,17,0
373,8,0,4,10,0
409,20,2,7,13,0
14,17,3,8,3,0
417,5,1,4,2,0
436,17,1,4,13,0
458,9,5,1,19,0
275,8,5,8,2,0
248,7,2,5,2,0
259,5,7,4,19,0
452,4,2,4,11,0
300,23,1,3,9,0
40,3,4,0,19,0
129,8,6,5,17,0
88,5,0,0,11,0
404,5,1,9,3,0
18,17,1,1,18,0
459,29,7,6,18,0
53,15,9,0,16,0
381,26,5,7,7,0
231,27,3,7,10,0
153,8,3,6,4,0
129,7,4,6,4,0
441,17,2,0,12,0
62,12,3,2,3,0
74,28,3,8,12,0
185,4,6,4,15,0
79,20,6,4,11,0
311,28,0,6,13,0
130,25,2,9,8,0
386,26,8,7,5,0
212,18,5,5,7,0
298,4,5,4,15,0
189,10,3,0,18,0
90,3,9,9,1,0
64,26,8,9,5,0
188,5,2,9,1,0
107,12,7,8,18,0
119,23,5,5,18,0
433,5,1,2,12,0
162,5,2,9,16,0
456,4,0,6,7,0
415,25,2,3,8,0
483,6,3,2,4,0
134,10,5,6,7,0
100,6,9,5,8,0
303,27,6,3,15,0
402,22,2,9,15,0
46,22,6,7,11,0
14,1,3,1,10,0
347,16,0,5,17,0
159,11,0,2,12,0
375,6,7,7,2,0
405,20,9,7,17,0
325,18,6,0,10,0
181,6,3,1,10,0
415,17,0,3,4,0
271,12,5,0,2,0
493,17,9,2,1,0
36,21,6,3,14,0
64,22,5,9,4,0
408,18,5,2,4,0
329,10,7,4,15,0
258,24,5,9,16,0
282,20,1,6,6,0
268,12,6,7,1,0
275,4,9,7,13,0
200,10,3,1,17,0
72,5,2,0,11,0
354,26,7,5,16,0
455,4,9,0,5,0
350,27,4,5,4,0
113,16,3,6,6,0
402,5,3,8,17,0
417,26,4,9,19,0
297,19,3,9,10,0
268,24,2,0,4,0
170,6,3,6,5,0
180,24,9,3,6,0
118,21,4,8,2,0
149,7,1,3,2,0
102,10,6,1,1,0
478,7,4,0,19,0
112,22,8,6,3,0
235,14,5,6,4,0
362,28,0,2,1,0
169,10,8,4,15,0
413,29,4,9,11,0
204,20,8,6,14,0
333,22,0,7,3,0
154,25,1,8,2,0
251,11,2,9,13,0
474,14,4,9,12,0
412,12,5,0,5,0
141,4,4,8,3,0
102,13,0,5,0,0
282,22,3,5,2,0
201,22,5,6,11,0
31,29,3,8,2,0
203,3,3,6,17,0
179,13,4,6,13,0
469,20,7,2,4,0
438,19,4,9,0,0
20,15,6,8,13,0
190,19,7,3,11,0
241,26,5,5,0,0
453,28,5,6,1,0
38,20,1,8,11,0
29,29,9,9,12,0
14,4,4,2,19,0
418,6,0,1,14,0
43,29,8,1,15,0
149,15,6,1,18,0
37,4,1,8,4,0
107,6,5,7,1,0
271,2,9,8,5,0
255,4,8,8,7,0
28,18,4,0,6,0
21,15,2,9,12,0
34,12,9,9,5,0
22,8,3,8,8,0
474,12,2,0,11,0
85,9,0,4,9,0
268,7,9,3,10,0
33,22,6,7,0,0
17,8,7,4,9,0
377,20,1,8,15,0
237,10,7,0,18,0
385,11,8,7,9,0
132,2,6,5,14,0
99,4,0,0,13,0
310,21,3,1,2,0
465,25,6,3,3,0
233,21,5,4,7,0
233,25,7,0,0,0
266,9,5,9,19,0
12,8,9,6,14,0
330,5,5,3,6,0
280,14,9,0,11,0
315,28,5,5,2,0
157,2,6,8,4,0
396,21,4,8,7,0
198,27,8,3,10,0
408,17,6,6,18,0
196,8,0,9,11,0
447,2,8,0,19,0
197,23,5,9,6,0
133,15,7,8,13,0
46,27,8,0,1,0
158,2,1,8,11,0
115,28,1,5,8,0
112,11,4,9,11,0
416,14,4,6,5,0
386,21,9,3,5,0
241,10,9,8,18,0
364,7,1,5,19,0
155,22,9,5,5,0
26,14,3,9,16,0
168,13,8,5,16,0
457,21,3,3,16,0
313,22,0,6,9,0
291,2,4,1,10,0
287,10,1,1,7,0
134,1,5,5,13,0
182,1,0,8,18,0
429,24,6,2,17,0
329,3,6,6,14,0
172,11,3,8,17,0
212,19,8,8,19,0
484,9,2,2,16,0
491,13,4,0,4,0
347,22,4,1,3,0
164,4,7,7,10,0
333,20,9,6,15,0
410,23,9,0,6,0
463,6,3,2,15,0
499,2,0,7,5,0
404,9,4,6,19,0
270,18,0,4,9,0
195,24,2,2,10,0
386,4,5,6,14,0
475,26,0,4,11,0
66,1,9,0,15,0
226,1,2,4,17,0
467,25,6,2,6,0
498,20,1,1,13,0
217,17,5,2,8,0
211,19,6,9,5,0
83,3,1,3,10,0
493,23,4,0,12,0
94,22,9,3,17,0
129,24,9,8,11,0
23,23,0,0,5,0
337,17,2,6,8,0
138,3,0,7,17,0
409,25,2,8,14,0
291,4,3,6,8,0
58,27,4,8,9,0
435,28,3,9,1,0
463,27,3,2,13,0
368,29,8,0,10,0
251,13,8,1,12,0
331,15,8,9,1,0
62,12,4,0,6,0
274,3,4,1,14,0
78,21,1,8,6,0
49,8,5,4,11,0
193,1,1,3,6,0
142,18,9,1,4,0
65,13,4,2,14,0
376,7,4,8,6,0
465,13,3,2,1,0
264,17,4,7,1,0
14,13,6,0,18,0
78,29,9,4,8,0
61,13,1,1,1,0
474,11,0,3,13,0
338,14,3,1,14,0
107,21,6,2,11,0
170,10,0,4,18,0
415,8,3,1,14,0
478,6,5,8,5,0
280,19,5,7,9,0
74,23,0,4,9,0
336,19,6,0,2,0
416,12,4,4,8,0
252,21,5,3,4,0
376,7,0,8,6,0
271,18,6,1,18,0
221,26,3,6,9,0
451,20,2,1,10,0
163,18,3,2,5,0
243,23,8,2,18,0
149,3,4,9,6,0
342,9,4,7,15,0
124,27,7,1,11,0
378,6,6,0,17,0
342,1,2,5,13,0
139,10,0,5,15,0
425,8,1,0,5,0
187,29,2,4,0,0
104,23,0,8,12,0
326,17,0,9,5,0
404,3,7,9,5,0
110,3,7,4,5,0
205,3,1,6,11,0
299,7,7,5,8,0
217,22,1,9,19,0
104,11,4,3,6,0
482,28,0,1,2,0
112,18,8,9,14,0
17,5,3,4,1,0
145,22,9,9,17,0
107,28,1,8,0,0
408,2,0,2,0,0
270,14,5,2,10,0
156,1,7,6,2,0
467,4,3,9,9,0
402,14,0,1,11,0
194,15,0,7,5,0
447,28,5,6,6,0
422,20,1,7,16,0
241,20,4,9,16,0
110,17,1,5,3,0
156,3,8,4,0,0
214,23,1,3,0,0
55,4,4,7,16,0
113,18,3,1,10,0
345,24,0,5,2,0
455,27,9,9,9,0
231,1,8,5,1,0
453,29,2,4,15,0
127,25,9,1,15,0
14,5,7,4,7,0
426,18,3,2,6,0
220,13,8,6,9,0
64,14,4,6,3,0
28,20,1,7,8,0
410,3,7,9,4,0
97,23,3,8,6,0
256,6,1,0,3,0
126,27,5,3,0,0
485,28,0,5,11,0
179,11,7,6,15,0
494,9,8,4,15,0
159,20,6,5,7,0
304,28,8,0,12,0
217,19,1,4,8,0
390,7,0,1,9,0
492,22,6,1,7,0
292,21,3,0,0,0
341,10,9,9,2,0
183,7,7,8,4,0
136,5,2,3,6,0
165,25,6,3,15,0
189,28,6,8,7,0
458,4,9,4,0,0
432,17,8,3,2,0
387,26,3,6,5,0
411,28,9,4,11,0
96,5,0,7,14,0
415,17,6,2,16,0
333,28,9,7,17,0
276,29,5,5,16,0
91,17,0,8,11,0
73,17,8,5,15,0
128,1,9,3,11,0
464,24,7,1,3,0
350,2,9,2,8,0
322,25,3,6,14,0
172,23,4,9,4,0
302,27,7,4,10,0
187,19,1,6,17,0
386,9,5,6,0,0
